91a3861f-7a95-4482-bde0-0a80ab5b7322,2014-11-11T09:47:19,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
52d193af-104a-4bab-a1f9-c6ecfb3258b5,2014-11-26T15:06:02,90.152.1.163,,,,,0,"0.0,0.0",0,,,,
f1ddccef-0c1c-4047-9580-368de9be5d40,2014-11-08T23:46:00,207.237.102.71,,,,,0,"0.0,0.0",0,,,,
f1ddccef-0c1c-4047-9580-368de9be5d40,2014-11-07T21:37:39,207.237.102.71,,,,,0,"0.0,0.0",0,,,,
f1ddccef-0c1c-4047-9580-368de9be5d40,2014-11-06T11:47:13,207.237.102.71,,,,,0,"0.0,0.0",0,,,,
f1ddccef-0c1c-4047-9580-368de9be5d40,2014-11-06T11:45:22,207.237.102.71,,,,,0,"0.0,0.0",0,,,,
d28eeaba-b946-41a7-9d5f-0a272800f0b9,2014-11-18T00:01:16,75.17.117.50,,,,,0,"0.0,0.0",0,,,,
3e3bdd30-bc57-4d2a-a903-d3ee57f925e0,2014-11-11T19:23:14,12.111.84.106,,,,,0,"0.0,0.0",0,,,,
e7e47358-f9f0-4f19-bd27-a88481d54c8c,2014-11-10T10:04:52,90.152.1.163,,,,,0,"0.0,0.0",0,,,,
528a0632-d823-4b73-b733-9d6b7321affa,2014-11-21T11:19:41,90.152.1.163,,,,,0,"0.0,0.0",0,,,,
528a0632-d823-4b73-b733-9d6b7321affa,2014-11-17T09:58:03,90.152.1.163,,,,,0,"0.0,0.0",0,,,,
528a0632-d823-4b73-b733-9d6b7321affa,2014-11-17T09:56:32,90.152.1.163,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T23:20:06,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T23:18:33,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T22:29:24,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T22:28:13,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T22:22:50,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T22:05:49,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T21:56:42,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T21:54:03,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T21:52:15,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T21:51:53,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T21:51:06,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T21:33:01,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T19:31:58,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T19:28:49,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T19:19:55,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T19:19:26,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T19:18:37,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T19:06:52,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T18:32:25,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T18:29:01,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T18:18:31,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-26T18:16:19,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-20T21:39:12,97.77.9.202,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-08T22:47:53,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-08T00:56:37,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-07T22:45:48,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-07T22:44:49,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-07T22:25:10,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-07T22:14:03,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-07T22:01:15,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-07T21:34:31,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-07T10:57:16,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-07T10:39:49,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-07T10:35:39,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-07T10:24:19,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-07T10:09:32,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T08:26:12,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T08:26:08,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T08:26:04,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T08:25:59,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T08:25:44,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T08:24:27,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T08:24:11,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T08:01:07,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T08:00:21,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T08:00:14,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T08:00:02,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T07:57:42,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T05:54:11,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T05:48:09,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T05:45:25,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T05:25:20,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T04:55:52,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T04:44:22,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T04:42:31,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T04:30:35,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T00:07:50,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T00:05:46,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T00:05:37,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T00:05:34,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T00:04:50,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T00:02:36,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-06T00:01:30,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-05T23:58:25,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-05T23:57:45,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-05T23:37:27,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-05T23:35:40,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-05T21:24:17,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-05T21:22:35,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-05T21:22:27,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-05T21:22:07,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-05T21:21:57,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-05T21:16:07,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
1ac234aa-bd6f-4e67-a1ce-db6960ba74ac,2014-11-05T21:04:54,173.174.40.141,,,,,0,"0.0,0.0",0,,,,
